pickup,drop,hour,dayofweek,event,demand,distance,competitor_fare,fare,pickup_code,drop_code
Habibganj,BHEL,16,6,1,21,8.25,129.0,164.8,3,2
Railway Station,Shahpura,13,2,1,54,6.92,133.04,174.26,9,10
MP Nagar,New Market,7,1,1,48,3.82,65.84,99.01,7,8
Railway Station,Shahpura,3,6,1,48,6.92,130.04,149.05,9,10
Airport,Lalghati,4,2,1,62,4.25,92.0,127.6,0,6
Shahpura,MP Nagar,10,5,0,71,3.67,123.04,107.51,10,7
New Market,Shahpura,23,4,1,86,6.72,135.64,196.02,8,10
Railway Station,Lalghati,14,5,1,61,4.47,99.64,132.3,9,6
Railway Station,Lalghati,14,2,1,67,4.47,70.64,126.5,9,6
Kolar,MP Nagar,2,1,0,99,5.82,148.84,152.79,5,7
Shahpura,BHEL,11,1,1,31,8.38,113.56,163.27,10,2
Habibganj,Shahpura,23,5,0,33,2.26,88.12,73.42,3,10
Indrapuri,BHEL,16,3,1,54,1.57,73.84,85.38,4,2
Indrapuri,BHEL,21,1,0,42,1.57,76.84,64.24,4,2
Railway Station,Ashoka Garden,0,6,0,99,0.98,89.76,77.65,9,1
Shahpura,Habibganj,3,0,1,61,2.26,55.12,91.57,10,3
Kolar,Railway Station,17,5,1,64,8.59,145.08,200.71,5,9
Habibganj,BHEL,18,1,0,83,8.25,130.0,181.68,3,2
Airport,Railway Station,1,3,1,87,8.55,150.6,229.76,0,9
Lalghati,New Market,14,0,1,82,5.76,118.12,176.39,6,8
Lalghati,Habibganj,9,5,0,31,8.88,187.56,158.86,6,3
Lalghati,Shahpura,19,3,0,40,11.14,175.68,174.28,6,10
Habibganj,Lalghati,23,6,1,37,8.88,179.56,182.47,3,6
Ashoka Garden,Kolar,13,2,1,83,9.32,191.84,250.94,1,5
Kolar,BHEL,15,4,1,46,13.11,196.32,236.58,5,2
Kolar,Ashoka Garden,21,1,0,87,9.32,163.84,202.83,5,1
BHEL,Indrapuri,15,0,0,74,1.57,69.84,70.45,2,4
Railway Station,Lalghati,13,4,1,57,4.47,137.64,139.9,9,6
BHEL,MP Nagar,9,4,0,26,8.3,126.6,137.0,2,7
Ashoka Garden,Indrapuri,7,6,1,65,6.76,107.12,166.77,1,4
Lalghati,Habibganj,7,0,0,59,8.88,163.56,173.41,6,3
Habibganj,MP Nagar,19,0,1,67,1.42,35.04,75.46,3,7
Kolar,Indrapuri,22,3,1,81,11.56,167.72,283.75,5,4
Kolar,Lalghati,10,3,1,87,11.53,210.36,291.78,5,6
Airport,Lalghati,8,1,0,25,4.25,139.0,105.4,0,6
Shahpura,Ashoka Garden,15,3,1,65,7.18,176.16,186.62,10,1
Shahpura,MP Nagar,22,2,1,44,3.67,99.04,103.85,10,7
Lalghati,Shahpura,1,6,0,35,11.14,213.68,185.68,6,10
BHEL,MP Nagar,2,0,1,68,8.3,112.6,190.04,2,7
New Market,Lalghati,12,6,1,98,5.76,88.12,170.39,8,6
Lalghati,Habibganj,21,1,1,34,8.88,187.56,184.51,6,3
New Market,Ashoka Garden,11,2,0,38,4.99,130.88,109.18,8,1
Indrapuri,Habibganj,1,4,0,91,6.68,130.16,160.61,4,3
Kolar,Railway Station,15,5,0,71,8.59,184.08,175.41,5,9
Kolar,Indrapuri,15,2,1,24,11.56,175.72,213.86,5,4
MP Nagar,BHEL,22,5,1,46,8.3,110.6,161.72,7,2
Airport,BHEL,1,5,1,46,16.74,212.88,283.46,0,2
Airport,Lalghati,6,0,0,95,4.25,67.0,115.32,0,6
New Market,BHEL,13,6,1,88,11.86,155.32,286.31,8,2
MP Nagar,Railway Station,12,3,1,48,3.31,100.72,99.97,7,9
Lalghati,Airport,3,1,1,40,4.25,65.0,104.0,6,0
Habibganj,Lalghati,0,4,1,53,8.88,133.56,202.58,3,6
Lalghati,Railway Station,18,6,1,31,4.47,63.64,106.37,6,9
Railway Station,Airport,15,4,0,48,8.55,177.6,153.1,9,0
Habibganj,BHEL,19,6,0,83,8.25,129.0,181.48,3,2
Kolar,New Market,1,0,1,60,5.79,100.48,151.47,5,8
Ashoka Garden,Habibganj,0,1,1,33,5.07,72.84,115.41,1,3
Ashoka Garden,Lalghati,13,3,1,87,4.78,68.36,149.98,1,6
BHEL,Railway Station,0,2,1,76,8.71,122.52,197.93,2,9
Shahpura,Indrapuri,12,1,0,68,6.89,167.68,153.36,10,4
BHEL,Airport,2,4,1,27,16.74,250.88,291.06,2,0
Indrapuri,Lalghati,6,5,1,65,11.44,154.28,243.59,4,6
Shahpura,Habibganj,22,5,0,56,2.26,76.12,79.66,10,3
Shahpura,Ashoka Garden,4,5,1,66,7.18,161.16,183.62,10,1
Lalghati,Indrapuri,13,5,0,41,11.44,167.28,175.28,6,4
Ashoka Garden,Lalghati,22,1,1,90,4.78,116.36,159.58,1,6
MP Nagar,Indrapuri,7,1,0,20,6.76,140.12,126.82,7,4
Lalghati,Kolar,2,6,0,37,11.53,153.36,173.36,6,5
Habibganj,Ashoka Garden,21,2,0,27,5.07,148.84,115.24,3,1
New Market,Ashoka Garden,4,2,1,29,4.99,146.88,131.46,8,1
BHEL,Railway Station,15,5,1,31,8.71,170.52,178.62,2,9
New Market,Shahpura,22,1,0,81,6.72,107.64,156.64,8,10
BHEL,MP Nagar,13,4,1,30,8.3,117.6,163.12,2,7
Habibganj,MP Nagar,2,5,1,93,1.42,33.04,86.46,3,7
Shahpura,Ashoka Garden,10,3,1,55,7.18,152.16,181.82,10,1
MP Nagar,Habibganj,22,1,1,91,1.42,104.04,101.09,7,3
Kolar,Indrapuri,3,4,1,82,11.56,193.72,288.95,5,4
Airport,Railway Station,9,2,1,92,8.55,145.6,228.76,0,9
Kolar,Shahpura,18,1,1,58,4.91,102.92,139.29,5,10
Indrapuri,BHEL,12,0,0,73,1.57,58.84,68.25,4,2
Shahpura,Ashoka Garden,22,6,0,69,7.18,118.16,144.75,10,1
Railway Station,Airport,12,6,1,69,8.55,132.6,197.64,9,0
MP Nagar,BHEL,5,4,1,100,8.3,110.6,217.56,7,2
Railway Station,BHEL,16,4,1,22,8.71,190.52,183.61,9,2
New Market,Lalghati,7,5,0,87,5.76,107.12,143.64,8,6
Ashoka Garden,MP Nagar,8,2,1,49,3.76,113.12,108.42,1,7
Ashoka Garden,Indrapuri,7,0,1,47,6.76,171.12,157.32,1,4
Shahpura,MP Nagar,17,0,0,34,3.67,128.04,97.24,10,7
New Market,Habibganj,20,2,0,87,4.74,86.88,125.88,8,3
MP Nagar,Airport,20,1,0,87,11.19,188.28,232.85,7,0
New Market,Railway Station,3,2,0,88,4.02,80.24,114.88,8,9
Indrapuri,MP Nagar,4,5,1,24,6.76,158.12,153.42,4,7
Ashoka Garden,Shahpura,7,5,0,59,7.18,102.16,141.55,1,10
New Market,Kolar,16,0,1,71,5.79,109.48,153.27,8,5
Lalghati,MP Nagar,7,1,0,28,7.47,103.64,124.44,6,7
MP Nagar,Kolar,7,6,0,29,5.82,148.84,121.54,7,5
Airport,Shahpura,2,3,0,86,14.75,258.0,294.64,0,10
Habibganj,Airport,16,6,1,66,12.53,234.36,275.3,3,0
Ashoka Garden,Kolar,8,6,1,35,9.32,201.84,193.41,1,5
BHEL,Habibganj,20,4,0,32,8.25,180.0,151.3,2,3
Airport,Railway Station,18,3,0,63,8.55,179.6,173.66,0,9
New Market,Habibganj,14,3,0,57,4.74,106.88,114.38,8,3
MP Nagar,Airport,15,4,0,43,11.19,195.28,180.58,7,0
MP Nagar,Ashoka Garden,6,1,1,99,3.76,63.12,131.79,7,1
Railway Station,Ashoka Garden,8,5,1,71,0.98,30.76,68.26,9,1
Railway Station,MP Nagar,9,6,0,49,3.31,120.72,92.02,9,7
BHEL,Kolar,18,1,0,34,13.11,202.32,198.82,2,5
New Market,Habibganj,9,1,1,23,4.74,121.88,121.33,8,3
Indrapuri,BHEL,19,3,1,77,1.57,99.84,91.73,4,2
Habibganj,MP Nagar,0,4,1,82,1.42,36.04,87.06,3,7
Railway Station,New Market,13,6,0,56,4.02,115.24,108.69,9,8
New Market,Indrapuri,7,0,0,41,10.37,145.44,160.64,8,4
Shahpura,MP Nagar,3,2,0,85,3.67,111.04,116.33,10,7
Kolar,New Market,11,5,0,59,5.79,108.48,126.8,5,8
Indrapuri,Habibganj,23,3,0,35,6.68,137.16,125.26,4,3
Shahpura,New Market,22,5,1,31,6.72,157.64,152.85,10,8
BHEL,Lalghati,22,5,1,99,12.5,236.0,313.2,2,6
Habibganj,Ashoka Garden,19,3,1,21,5.07,101.84,121.21,3,1
Indrapuri,Ashoka Garden,15,3,0,35,6.76,145.12,128.32,4,1
Habibganj,Kolar,18,5,1,98,5.08,121.96,165.74,3,5
Kolar,Habibganj,13,0,1,49,5.08,78.96,116.75,5,3
Airport,BHEL,21,0,1,79,16.74,266.88,342.43,0,2
Kolar,Airport,3,5,0,61,14.03,238.36,247.7,5,0
MP Nagar,Shahpura,1,3,0,56,3.67,76.04,95.89,7,10
New Market,Indrapuri,10,5,0,48,10.37,163.44,164.24,8,4
New Market,Lalghati,0,3,1,64,5.76,107.12,152.37,8,6
Airport,BHEL,2,3,1,86,16.74,256.88,388.61,0,2
BHEL,Habibganj,6,1,0,81,8.25,187.0,193.08,2,3
Indrapuri,BHEL,16,2,1,30,1.57,85.84,77.24,4,2
New Market,Ashoka Garden,12,3,1,99,4.99,126.88,165.21,8,1
Lalghati,New Market,15,5,1,24,5.76,83.12,125.74,6,8
Indrapuri,Ashoka Garden,13,2,1,91,6.76,171.12,203.79,4,1
New Market,Indrapuri,11,0,0,65,10.37,152.44,188.35,8,4
MP Nagar,BHEL,15,6,1,57,8.3,120.6,191.64,7,2
Airport,MP Nagar,17,2,0,69,11.19,202.28,207.76,0,7
MP Nagar,Habibganj,8,3,1,76,1.42,87.04,86.0,7,3
Indrapuri,Lalghati,10,4,1,82,11.44,204.28,289.05,4,6
Airport,Indrapuri,14,0,1,51,15.69,222.28,318.39,0,4
Habibganj,Railway Station,15,5,1,59,4.71,126.52,141.13,3,9
MP Nagar,BHEL,9,4,0,29,8.3,118.6,135.4,7,2
Ashoka Garden,Railway Station,17,2,1,28,0.98,27.76,57.31,1,9
Habibganj,New Market,19,0,0,25,4.74,114.88,102.28,3,8
Airport,New Market,9,6,0,67,8.43,183.16,173.52,0,8
Airport,Shahpura,23,5,1,72,14.75,206.0,301.6,0,10
Ashoka Garden,Airport,19,2,0,53,8.99,189.88,181.18,1,0
Shahpura,Habibganj,15,3,0,89,2.26,103.12,96.71,10,3
Ashoka Garden,Kolar,18,5,1,49,9.32,123.84,176.61,1,5
Shahpura,BHEL,19,5,1,44,8.38,145.56,169.67,10,2
Habibganj,Ashoka Garden,8,1,0,79,5.07,100.84,116.97,3,1
MP Nagar,Ashoka Garden,14,6,0,21,3.76,92.12,87.22,7,1
Lalghati,Ashoka Garden,18,5,0,93,4.78,68.36,122.72,6,1
Railway Station,Indrapuri,17,2,1,83,7.42,167.04,214.06,9,4
Lalghati,Railway Station,14,4,1,58,4.47,130.64,138.5,6,9
Kolar,Habibganj,7,0,0,84,5.08,83.96,129.87,5,3
Habibganj,BHEL,22,4,0,37,8.25,155.0,143.8,3,2
Railway Station,Lalghati,1,6,1,100,4.47,80.64,147.22,9,6
BHEL,Indrapuri,20,3,0,71,1.57,74.84,71.88,2,4
BHEL,Lalghati,16,0,1,78,12.5,160.0,260.0,2,6
Airport,Ashoka Garden,23,1,0,73,8.99,159.88,173.94,0,1
BHEL,MP Nagar,10,1,0,95,8.3,173.6,191.07,2,7
Railway Station,New Market,17,0,1,42,4.02,115.24,111.78,9,8
Kolar,Habibganj,15,3,0,52,5.08,115.96,120.11,5,3
Kolar,Indrapuri,6,5,1,28,11.56,202.72,219.26,5,4
Habibganj,Lalghati,14,3,1,68,8.88,130.56,201.98,3,6
Kolar,New Market,23,2,1,47,5.79,80.48,125.58,5,8
Railway Station,Kolar,18,6,1,32,8.59,168.08,176.7,9,5
Ashoka Garden,Shahpura,1,6,1,90,7.18,161.16,208.86,1,10
Indrapuri,Lalghati,8,2,0,46,11.44,210.28,187.18,4,6
Kolar,Railway Station,22,1,0,69,8.59,173.08,172.11,5,9
BHEL,Indrapuri,13,3,1,85,1.57,54.84,93.34,2,4
Kolar,Shahpura,16,2,1,77,4.91,107.92,140.29,5,10
BHEL,Lalghati,5,1,1,99,12.5,184.0,302.8,2,6
Railway Station,Kolar,15,1,0,81,8.59,129.08,186.07,9,5
Habibganj,MP Nagar,2,3,1,22,1.42,67.04,70.45,3,7
BHEL,Airport,20,0,0,50,16.74,241.88,241.18,2,0
New Market,Indrapuri,8,6,0,27,10.37,151.44,161.84,8,4
Indrapuri,Airport,6,3,0,32,15.69,268.28,240.28,4,0
Railway Station,MP Nagar,9,4,0,94,3.31,62.72,101.83,9,7
Habibganj,MP Nagar,15,2,1,54,1.42,51.04,78.66,3,7
Airport,New Market,22,3,1,27,8.43,163.16,173.79,0,8
Airport,Kolar,21,1,0,85,14.03,223.36,278.04,0,5
Indrapuri,Habibganj,19,4,0,95,6.68,134.16,161.41,4,3
Kolar,Habibganj,6,0,0,61,5.08,135.96,125.59,5,3
BHEL,Habibganj,2,6,1,87,8.25,139.0,222.4,2,3
Lalghati,Railway Station,5,5,1,72,4.47,103.64,133.1,6,9
New Market,Ashoka Garden,0,3,0,63,4.99,126.88,121.96,8,1
BHEL,Indrapuri,22,4,1,37,1.57,89.84,78.44,2,4
Railway Station,New Market,18,5,0,41,4.02,89.24,88.54,9,8
MP Nagar,BHEL,2,3,0,81,8.3,110.6,178.47,7,2
New Market,Ashoka Garden,10,3,0,80,4.99,96.88,115.26,8,1
Ashoka Garden,New Market,20,2,1,86,4.99,76.88,155.21,1,8
Shahpura,Kolar,10,0,0,75,4.91,145.92,126.87,10,5
Airport,Kolar,23,1,1,67,14.03,231.36,296.3,0,5
New Market,Kolar,11,2,0,80,5.79,105.48,126.2,8,5
Lalghati,Shahpura,14,4,0,23,11.14,174.68,173.98,6,10
BHEL,MP Nagar,5,4,1,26,8.3,171.6,173.92,2,7
Shahpura,Railway Station,10,1,0,77,6.92,96.04,137.33,10,9
MP Nagar,Habibganj,13,3,1,28,1.42,47.04,66.45,7,3
Lalghati,Ashoka Garden,19,3,0,65,4.78,118.36,117.29,6,1
New Market,Ashoka Garden,4,5,1,40,4.99,131.88,126.96,8,1
Railway Station,Ashoka Garden,17,6,1,97,0.98,85.76,89.62,9,1
Lalghati,BHEL,19,3,1,59,12.5,235.0,275.0,6,2
Lalghati,BHEL,12,2,1,92,12.5,213.0,308.6,6,2
Railway Station,New Market,13,2,1,66,4.02,89.24,123.74,9,8
Kolar,New Market,4,6,1,99,5.79,105.48,174.37,5,8
New Market,BHEL,2,4,0,55,11.86,192.32,213.49,8,2
BHEL,New Market,1,5,1,50,11.86,179.32,218.18,2,8
Habibganj,Railway Station,12,6,0,58,4.71,97.52,112.16,3,9
Ashoka Garden,Railway Station,6,3,0,69,0.98,75.76,66.21,1,9
New Market,BHEL,1,0,0,37,11.86,228.32,196.12,8,2
Shahpura,Railway Station,17,4,0,33,6.92,114.04,121.24,10,9
MP Nagar,Kolar,16,2,1,73,5.82,104.84,152.78,7,5
BHEL,Kolar,18,6,1,89,13.11,238.32,323.91,2,5
Railway Station,Shahpura,20,1,0,26,6.92,95.04,117.44,9,10
New Market,MP Nagar,6,6,0,45,3.82,128.84,98.74,8,7
BHEL,Indrapuri,9,1,1,43,1.57,86.84,77.54,2,4
Ashoka Garden,Habibganj,5,3,1,99,5.07,125.84,166.34,1,3
Ashoka Garden,Kolar,0,6,0,20,9.32,159.84,154.24,1,5
Lalghati,Ashoka Garden,14,6,0,95,4.78,92.36,127.52,6,1
BHEL,New Market,11,4,1,30,11.86,231.32,228.93,2,8
Kolar,Railway Station,8,6,0,92,8.59,142.08,188.67,5,9
New Market,Kolar,13,6,0,27,5.79,159.48,124.48,8,5
Kolar,New Market,11,2,0,39,5.79,97.48,107.08,5,8
Habibganj,MP Nagar,9,6,1,22,1.42,87.04,76.02,3,7
Railway Station,Indrapuri,8,0,0,56,7.42,150.04,153.89,9,4
BHEL,New Market,22,2,1,72,11.86,227.32,264.25,2,8
Shahpura,Ashoka Garden,1,1,1,23,7.18,164.16,159.64,10,1
MP Nagar,New Market,23,5,0,25,3.82,134.84,100.54,7,8
MP Nagar,New Market,12,6,1,52,3.82,121.84,127.38,7,8
Lalghati,MP Nagar,8,4,0,79,7.47,134.64,151.38,6,7
Habibganj,BHEL,6,6,1,47,8.25,124.0,163.8,3,2
BHEL,Shahpura,1,5,0,43,8.38,171.56,149.86,2,10
Lalghati,New Market,20,5,1,58,5.76,87.12,148.37,6,8
Kolar,BHEL,21,3,1,34,13.11,176.32,232.58,5,2
Habibganj,BHEL,8,4,0,21,8.25,138.0,138.8,3,2
Indrapuri,Kolar,5,5,1,41,11.56,155.72,209.86,4,5
New Market,Railway Station,18,5,1,54,4.02,106.24,127.14,8,9
Railway Station,Shahpura,4,1,0,90,6.92,144.04,166.61,9,10
New Market,Lalghati,23,4,1,76,5.76,94.12,149.77,8,6
Habibganj,Railway Station,19,5,1,58,4.71,82.52,132.33,3,9
Railway Station,Habibganj,11,4,0,66,4.71,68.52,106.36,9,3
Ashoka Garden,MP Nagar,1,2,0,88,3.76,117.12,118.76,1,7
Railway Station,BHEL,16,6,1,85,8.71,194.52,241.23,9,2
Railway Station,Indrapuri,21,4,0,79,7.42,124.04,148.69,9,4
Habibganj,Shahpura,11,2,1,20,2.26,84.12,83.97,3,10
Lalghati,MP Nagar,21,2,0,89,7.47,120.64,169.32,6,7
Shahpura,Lalghati,23,5,0,55,11.14,203.68,207.47,10,6
Kolar,Habibganj,4,5,0,59,5.08,112.96,119.51,5,3
Kolar,New Market,12,4,0,48,5.79,110.48,109.78,5,8
Shahpura,Kolar,18,6,0,100,4.91,123.92,135.57,10,5
MP Nagar,Indrapuri,16,6,0,92,6.76,119.12,159.48,7,4
BHEL,New Market,7,0,1,45,11.86,208.32,223.98,2,8
New Market,Railway Station,2,2,1,79,4.02,82.24,122.34,8,9
Habibganj,Shahpura,14,1,1,50,2.26,39.12,74.94,3,10
Ashoka Garden,Kolar,15,0,0,44,9.32,158.84,153.94,1,5
New Market,BHEL,3,1,1,77,11.86,186.32,256.05,8,2
Railway Station,Shahpura,9,0,1,66,6.92,101.04,167.86,9,10
Railway Station,Habibganj,9,6,0,25,4.71,113.52,101.62,9,3
Kolar,Habibganj,12,2,0,96,5.08,136.96,140.47,5,3
Shahpura,Indrapuri,22,2,0,33,6.89,100.68,118.28,10,4
Shahpura,Railway Station,16,3,0,74,6.92,122.04,142.53,10,9
Shahpura,New Market,16,2,1,26,6.72,170.64,156.75,10,8
Shahpura,Ashoka Garden,18,2,0,75,7.18,131.16,147.35,10,1
Railway Station,Kolar,9,5,0,73,8.59,141.08,165.57,9,5
Habibganj,Shahpura,16,1,1,86,2.26,115.12,116.99,3,10
New Market,Indrapuri,11,4,1,81,10.37,169.44,264.1,8,4
MP Nagar,Airport,23,2,1,27,11.19,167.28,207.74,7,0
Ashoka Garden,New Market,5,3,0,100,4.99,79.88,127.84,1,8
Kolar,Airport,14,5,1,67,14.03,182.36,286.5,5,0
BHEL,Ashoka Garden,6,0,1,88,7.96,141.52,218.03,2,1
BHEL,Shahpura,14,2,0,45,8.38,149.56,143.26,2,10
Shahpura,Airport,16,0,1,69,14.75,196.0,299.6,10,0
MP Nagar,Ashoka Garden,0,2,1,36,3.76,89.12,102.94,7,1
MP Nagar,Shahpura,17,4,1,57,3.67,88.04,118.46,7,10
Habibganj,Kolar,20,5,1,73,5.08,87.96,138.74,3,5
BHEL,Shahpura,19,1,1,50,8.38,152.56,171.07,2,10
MP Nagar,New Market,13,0,0,79,3.82,127.84,110.46,7,8
Habibganj,Lalghati,7,3,0,52,8.88,127.56,166.21,3,6
Shahpura,Kolar,9,1,0,83,4.91,137.92,138.37,10,5
Shahpura,Habibganj,11,6,0,98,2.26,58.12,86.8,10,3
MP Nagar,Habibganj,12,5,1,88,1.42,44.04,88.66,7,3
MP Nagar,Lalghati,13,2,0,36,7.47,144.64,134.14,7,6
Ashoka Garden,Kolar,15,1,1,26,9.32,183.84,188.61,1,5
Kolar,Ashoka Garden,4,4,1,32,9.32,200.84,193.11,5,1
Habibganj,Lalghati,9,4,1,32,8.88,122.56,171.07,3,6
Airport,New Market,14,5,0,54,8.43,176.16,171.42,0,8
Indrapuri,Railway Station,19,5,0,43,7.42,121.04,127.44,4,9
Kolar,Indrapuri,9,0,1,26,11.56,210.72,220.86,5,4
Kolar,Airport,13,2,1,50,14.03,228.36,254.03,5,0
BHEL,Habibganj,21,1,1,25,8.25,124.0,163.8,2,3
Ashoka Garden,BHEL,21,1,1,71,7.96,183.52,199.33,1,2
Ashoka Garden,Railway Station,22,0,0,88,0.98,98.76,80.35,1,9
Kolar,Lalghati,17,2,1,59,11.53,220.36,258.1,5,6
Lalghati,Shahpura,11,1,1,68,11.14,169.68,242.35,6,10
Habibganj,MP Nagar,3,4,0,67,1.42,35.04,61.77,3,7
Kolar,BHEL,6,0,1,48,13.11,230.32,243.38,5,2
Kolar,Ashoka Garden,14,2,1,28,9.32,187.84,189.41,5,1
Ashoka Garden,BHEL,8,4,0,22,7.96,111.52,130.72,1,2
New Market,Lalghati,17,1,1,37,5.76,127.12,134.54,8,6
Ashoka Garden,MP Nagar,5,5,1,47,3.76,65.12,98.14,1,7
Kolar,MP Nagar,3,1,0,90,5.82,150.84,153.19,5,7
Lalghati,Airport,11,4,0,46,4.25,113.0,97.6,6,0
BHEL,Lalghati,14,0,1,62,12.5,180.0,264.0,2,6
Railway Station,Habibganj,14,1,0,90,4.71,96.52,127.41,9,3
Shahpura,Railway Station,1,2,1,32,6.92,143.04,151.65,10,9
New Market,Kolar,12,2,1,71,5.79,147.48,160.87,8,5
Ashoka Garden,Shahpura,9,5,0,43,7.18,144.16,131.56,1,10
Shahpura,BHEL,19,2,1,28,8.38,151.56,170.87,10,2
Railway Station,Habibganj,11,0,1,60,4.71,68.52,129.53,9,3
Railway Station,Kolar,4,3,0,46,8.59,187.08,156.28,9,5
Railway Station,Habibganj,15,5,0,73,4.71,144.52,124.43,9,3
New Market,Lalghati,16,3,1,100,5.76,144.12,181.59,8,6
Kolar,Lalghati,3,5,0,98,11.53,167.36,233.24,5,6
BHEL,Lalghati,17,0,1,35,12.5,170.0,224.0,2,6
Airport,MP Nagar,23,3,1,54,11.19,178.28,244.79,0,7
Habibganj,BHEL,18,0,1,41,8.25,122.0,163.4,3,2
Railway Station,Kolar,5,3,1,97,8.59,123.08,224.93,9,5
Kolar,Ashoka Garden,9,5,1,90,9.32,145.84,241.74,5,1
Habibganj,Indrapuri,9,5,1,31,6.68,95.16,139.19,3,4
MP Nagar,Lalghati,16,5,0,80,7.47,130.64,150.58,7,6
Habibganj,Shahpura,12,6,1,81,2.26,96.12,113.19,3,10
Shahpura,Lalghati,3,5,1,53,11.14,164.68,241.35,10,6
Kolar,Habibganj,23,0,0,37,5.08,115.96,105.46,5,3
BHEL,Shahpura,23,4,0,36,8.38,117.56,135.96,2,10
BHEL,Habibganj,3,1,0,56,8.25,178.0,170.16,2,3
Habibganj,Railway Station,16,6,0,82,4.71,66.52,121.41,3,9
Lalghati,Shahpura,21,4,0,37,11.14,159.68,170.88,6,10
Shahpura,Airport,0,3,0,69,14.75,254.0,259.12,10,0
New Market,Lalghati,3,4,1,89,5.76,88.12,170.39,8,6
Railway Station,Airport,5,2,1,86,8.55,172.6,234.16,9,0
Railway Station,Shahpura,12,5,1,91,6.92,166.04,205.46,9,10
Railway Station,BHEL,10,6,1,42,8.71,117.52,168.02,9,2
MP Nagar,Airport,8,5,0,75,11.19,224.28,213.68,7,0
Indrapuri,Airport,17,4,0,48,15.69,272.28,241.48,4,0
Kolar,Habibganj,21,6,1,73,5.08,127.96,146.74,5,3
Kolar,Habibganj,3,4,0,53,5.08,116.96,120.31,5,3
Kolar,Lalghati,9,6,0,69,11.53,193.36,209.9,5,6
New Market,BHEL,8,6,1,43,11.86,220.32,226.38,8,2
Airport,New Market,3,0,0,37,8.43,150.16,143.86,0,8
New Market,Lalghati,22,4,1,33,5.76,113.12,131.74,8,6
Indrapuri,Lalghati,12,1,1,48,11.44,186.28,214.54,4,6
New Market,Ashoka Garden,20,3,0,59,4.99,93.88,114.66,8,1
Shahpura,Lalghati,15,1,1,56,11.14,190.68,246.55,10,6
New Market,Airport,15,6,0,30,8.43,151.16,144.16,8,0
New Market,Airport,6,4,1,84,8.43,121.16,221.86,8,0
Lalghati,Airport,1,3,0,67,4.25,75.0,102.36,6,0
Shahpura,Kolar,6,2,0,26,4.91,124.92,106.72,10,5
BHEL,Lalghati,17,0,0,38,12.5,161.0,184.2,2,6
BHEL,Shahpura,21,1,0,32,8.38,176.56,151.36,2,10
MP Nagar,Indrapuri,0,1,1,82,6.76,129.12,195.39,7,4
BHEL,Lalghati,13,1,1,61,12.5,218.0,271.6,2,6
Lalghati,Kolar,3,3,0,42,11.53,152.36,173.16,6,5
Habibganj,New Market,2,0,0,89,4.74,82.88,125.08,3,8
Lalghati,Shahpura,1,3,0,74,11.14,165.68,199.87,6,10
Lalghati,BHEL,17,3,0,36,12.5,201.0,193.3,6,2
Habibganj,BHEL,8,5,0,63,8.25,120.0,157.44,3,2
Shahpura,New Market,7,6,0,95,6.72,119.64,159.04,10,8
Ashoka Garden,Habibganj,10,2,1,46,5.07,100.84,121.01,1,3
Habibganj,Railway Station,20,5,1,76,4.71,71.52,130.13,3,9
MP Nagar,Airport,14,4,1,41,11.19,160.28,206.34,7,0
MP Nagar,BHEL,13,2,1,93,8.3,147.6,224.96,7,2
Habibganj,BHEL,15,4,0,94,8.25,165.0,188.68,3,2
Ashoka Garden,New Market,14,4,1,66,4.99,96.88,139.23,1,8
New Market,Lalghati,20,0,1,39,5.76,119.12,132.94,8,6
Lalghati,New Market,7,3,0,91,5.76,137.12,149.64,6,8
Airport,Shahpura,17,5,1,59,14.75,247.0,309.8,0,10
Habibganj,Kolar,16,0,0,49,5.08,97.96,100.36,3,5
Kolar,Lalghati,11,0,1,60,11.53,206.36,255.3,5,6
Airport,Indrapuri,21,2,0,49,15.69,239.28,231.58,0,4
MP Nagar,New Market,11,2,1,81,3.82,128.84,145.94,7,8
New Market,Kolar,8,3,0,33,5.79,85.48,104.68,8,5
Shahpura,MP Nagar,7,3,0,74,3.67,87.04,98.09,10,7
Kolar,Railway Station,13,5,1,24,8.59,160.08,175.1,5,9
Railway Station,Airport,18,5,0,66,8.55,162.6,169.42,9,0
New Market,Shahpura,15,3,0,58,6.72,101.64,136.14,8,10
Kolar,New Market,11,4,1,74,5.79,106.48,152.67,5,8
MP Nagar,Ashoka Garden,7,4,1,23,3.76,104.12,105.94,7,1
Airport,Habibganj,5,5,1,77,12.53,220.36,272.5,0,3
Lalghati,BHEL,4,1,0,40,12.5,212.0,196.6,6,2
MP Nagar,Airport,0,5,0,77,11.19,217.28,211.58,7,0
Indrapuri,New Market,15,1,1,61,10.37,165.44,230.42,4,8
Lalghati,Indrapuri,22,2,1,90,11.44,171.28,282.45,6,4
BHEL,Indrapuri,10,5,1,37,1.57,76.84,74.54,2,4
Airport,Lalghati,8,4,0,66,4.25,90.0,105.36,0,6
BHEL,Railway Station,2,2,1,30,8.71,180.52,180.62,2,9
Indrapuri,Kolar,8,6,0,100,11.56,176.72,235.51,4,5
Habibganj,Shahpura,0,6,0,97,2.26,67.12,88.6,3,10
Airport,MP Nagar,11,1,0,36,11.19,176.28,174.88,0,7
MP Nagar,Habibganj,13,6,0,51,1.42,44.04,63.57,7,3
Ashoka Garden,Lalghati,4,3,0,54,4.78,80.36,109.54,1,6
